                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.3926,                 2.9855,                 1.6759,                0.71438,                0.70977,                0.76784,                0.49535,                 1.1911,                 1.9848,                 1.3857,             0.00012475,             0.00012475,             0.00012475
                      2,                 1.2078,                 1.9596,                 1.5472,                0.75835,                0.70844,                0.79924,                0.53671,                 1.1157,                 1.7072,                 1.3548,             0.00024481,             0.00024481,             0.00024481
